"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","HC1 Area","HC2 Area","HC3 Area","CHB1 Area","CHB2 Area","CHB3 Area","LC1 Area","LC2 Area","LC3 Area","HCC1 Area","HCC2 Area","HCC3 Area","Sample Profile (Ratio)","HC Area","CHB Area","LC Area","HCC Area","Group Profile (Ratio)","Avg. Mass","Description"
121,true,"A0A0B4J1Y9|HV372_HUMAN",15.36,36.13,13,4,"Carbamidomethylation",19700.02,21542.268,17606.172,16574.715,10936.374,9469.646,16787.213,19644.734,17783.744,15490.374,18482.43,16421.617,1.18:1.29:1.05:0.99:0.65:0.57:1.01:1.18:1.06:0.93:1.11:0.98,19616.152,12326.912,18071.896,16798.14,1.17:0.74:1.08:1.01,13203,"Immunoglobulin heavy variable 3-72 OS=Homo sapiens OX=9606 GN=IGHV3-72 PE=3 SV=1"
465,true,"P62987|RL40_HUMAN",6.38,19.53,2,2,"",1835.5109,3349.867,2141.5881,1087.4418,796.4878,646.40155,5135.56,888.0948,7611.199,4182.74,782.7134,576.85333,0.76:1.38:0.89:0.45:0.33:0.27:2.12:0.37:3.15:1.73:0.32:0.24,2442.322,843.4437,4544.951,1847.4357,1.01:0.35:1.88:0.76,14728,"Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2"
487,true,"Q5VST9|OBSCN_HUMAN",16.34,0.23,1,1,"",0.0,4473.693,3626.3274,2201.524,4824.0923,13576.567,17516.305,17174.719,14697.082,24106.947,15439.432,16693.014,0.00:0.40:0.32:0.20:0.43:1.21:1.56:1.53:1.31:2.15:1.38:1.49,4050.0103,6867.3945,16462.701,18746.465,0.35:0.60:1.43:1.63,868484,"Obscurin OS=Homo sapiens OX=9606 GN=OBSCN PE=1 SV=3"
1603,true,"P10073|ZSC22_HUMAN",1.44,2.04,1,1,"",0.0,1223.9198,624.929,18126.215,800.95953,614.94,1724.2496,3128.5698,3534.096,1969.1604,546.10065,2389.804,0.00:0.42:0.22:6.27:0.28:0.21:0.60:1.08:1.22:0.68:0.19:0.83,924.42444,6514.038,2795.6384,1635.0217,0.31:2.20:0.94:0.55,54561,"Zinc finger and SCAN domain-containing protein 22 OS=Homo sapiens OX=9606 GN=ZSCAN22 PE=1 SV=2"
258,true,"P15814|IGLL1_HUMAN",5.99,23.47,11,5,"Carbamidomethylation",48351.12,67478.93,86926.22,16252.332,77346.88,68817.164,46127.1,117673.5,129342.92,87431.67,126581.055,137920.44,0.57:0.80:1.03:0.19:0.92:0.82:0.55:1.40:1.54:1.04:1.50:1.64,67585.42,54138.793,97714.51,117311.055,0.80:0.64:1.16:1.39,22963,"Immunoglobulin lambda-like polypeptide 1 OS=Homo sapiens OX=9606 GN=IGLL1 PE=1 SV=1"
772,true,"P0DV74|F90AH_HUMAN",8.76,2.37,1,1,"",29818.807,89071.95,70269.4,33039.65,28014.295,46509.746,13010.148,5545.1553,26271.922,11527.926,39679.977,1656.2728,0.91:2.71:2.14:1.01:0.85:1.42:0.40:0.17:0.80:0.35:1.21:0.05,63053.387,35854.562,14942.408,17621.393,1.92:1.09:0.45:0.54,49759,"Protein FAM90A17 OS=Homo sapiens OX=9606 GN=FAM90A17 PE=3 SV=1"
899,true,"Q9H257|CARD9_HUMAN",3.63,2.24,1,1,"",2888.193,6960.533,6942.2593,6217.2446,6473.7803,4407.541,6811.359,7076.3706,6334.518,5674.5513,8601.831,9441.166,0.45:1.07:1.07:0.96:1.00:0.68:1.05:1.09:0.98:0.87:1.33:1.46,5596.995,5699.522,6740.749,7905.8496,0.86:0.88:1.04:1.22,62241,"Caspase recruitment domain-containing protein 9 OS=Homo sapiens OX=9606 GN=CARD9 PE=1 SV=2"
636,true,"O15047|SET1A_HUMAN",29.21,0.59,1,1,"",29507.266,24043.53,18768.727,28837.715,37292.023,26542.248,19279.506,18188.12,24145.176,8926.896,9791.742,13949.478,1.37:1.11:0.87:1.33:1.73:1.23:0.89:0.84:1.12:0.41:0.45:0.65,24106.508,30890.662,20537.6,10889.372,1.12:1.43:0.95:0.50,186034,"Histone-lysine N-methyltransferase SETD1A OS=Homo sapiens OX=9606 GN=SETD1A PE=1 SV=3"
834,true,"Q6ZU45|CL20A_HUMAN",20.70,5.75,1,1,"Carbamidomethylation",2379.1436,1011.6109,889.8636,5962.537,4896.006,4483.1924,4374.4062,6158.2407,3238.2783,20924.205,4061.394,15870.034,0.38:0.16:0.14:0.96:0.79:0.72:0.71:1.00:0.52:3.38:0.66:2.56,1426.8727,5113.9116,4590.3086,13618.545,0.23:0.83:0.74:2.20,44255,"Putative C-type lectin domain family 20 member A OS=Homo sapiens OX=9606 GN=CLEC20A PE=2 SV=2"
994,true,"P55259|GP2_HUMAN",3.07,2.05,1,1,"Carbamidomethylation",818.9119,138049.11,1093.1239,1152.5288,865.1033,973.29675,1092.7739,1160.9745,582.0687,758.78894,1547.0425,1705.0126,0.07:11.06:0.09:0.09:0.07:0.08:0.09:0.09:0.05:0.06:0.12:0.14,46653.715,996.97626,945.2724,1336.948,3.74:0.08:0.08:0.11,59480,"Pancreatic secretory granule membrane major glycoprotein GP2 OS=Homo sapiens OX=9606 GN=GP2 PE=1 SV=3"
688,true,"Q14643|ITPR1_HUMAN",4.97,0.40,1,1,"",2994.4255,2837.7903,3452.0774,1235.8054,4244.582,4298.931,4475.934,6612.711,6274.0366,5426.497,4416.996,1975.9343,0.74:0.71:0.86:0.31:1.06:1.07:1.11:1.64:1.56:1.35:1.10:0.49,3094.7644,3259.773,5787.5605,3939.809,0.77:0.81:1.44:0.98,313929,"Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens OX=9606 GN=ITPR1 PE=1 SV=3"
1651,true,"O15018|PDZD2_HUMAN",15.13,0.35,1,1,"",348.7853,763.4381,872.4226,3361.0474,5183.47,6627.8423,5160.429,17623.414,990.78894,0.0,7938.528,12337.804,0.07:0.15:0.17:0.66:1.02:1.30:1.01:3.46:0.19:0.00:1.56:2.42,661.5487,5057.453,7924.8774,10138.166,0.11:0.85:1.33:1.71,301641,"PDZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PDZD2 PE=1 SV=4"
353,true,"P06733|ENOA_HUMAN",4.34,8.53,2,2,"",2486.853,4129.8447,1014.4427,967.02783,4090.005,1400.9829,2101.926,702.4023,4152.2812,3584.1548,3487.0974,8622.449,0.81:1.35:0.33:0.32:1.34:0.46:0.69:0.23:1.36:1.17:1.14:2.82,2543.7134,2152.6719,2318.8699,5231.234,0.83:0.70:0.76:1.71,47169,"Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2"
1809,true,"P57071|PRD15_HUMAN",3.98,0.60,1,1,"",658.991,512.5244,1012.3909,2203.0376,475.16537,904.7677,1138.9779,1459.5239,1009.4115,1315.355,865.8561,3240.4395,0.53:0.42:0.82:1.79:0.39:0.73:0.92:1.18:0.82:1.07:0.70:2.63,727.9688,1194.3236,1202.6378,1807.2168,0.59:0.97:0.98:1.47,169269,"PR domain zinc finger protein 15 OS=Homo sapiens OX=9606 GN=PRDM15 PE=1 SV=4"
1606,true,"O95347|SMC2_HUMAN",1.19,0.92,1,1,"Oxidation (M)",834.5076,1534.1543,4777.6704,327.76984,715027.5,1302.8582,990.9024,658516.8,1865.5197,1908.8994,1988.3073,592.35065,0.02:0.02:0.04:0.02:6.17:0.02:0.02:5.69:0.02:0.02:0.02:0.02,2382.1108,238886.05,220457.75,1496.519,0.02:2.06:1.90:0.02,135656,"Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2"
1096,true,"Q06732|ZN33B_HUMAN",26.03,1.29,1,1,"",66334.516,57384.63,94726.61,2071.7795,2196.4453,3757.2551,30243.24,5093.8467,201986.02,190263.33,230336.23,251072.9,0.70:0.61:1.00:0.02:0.02:0.04:0.32:0.05:2.13:2.01:2.43:2.65,72815.25,2675.16,79107.7,223890.83,0.77:0.03:0.84:2.37,90683,"Zinc finger protein 33B OS=Homo sapiens OX=9606 GN=ZNF33B PE=1 SV=2"
1002,true,"O75054|IGSF3_HUMAN",2.76,2.35,1,1,"",26004.508,11506.51,1670.7007,26433.61,13655.066,7035.4233,463.1795,5198.3438,17796.11,0.0,5259.196,1450.8201,2.68:1.19:0.17:2.72:1.41:0.72:0.05:0.54:1.83:0.00:0.54:0.15,13060.572,15708.033,7819.211,3355.0078,1.31:1.57:0.78:0.34,135196,"Immunoglobulin superfamily member 3 OS=Homo sapiens OX=9606 GN=IGSF3 PE=2 SV=3"
1117,true,"Q96T66|NMNA3_HUMAN",14.95,3.17,1,1,"",18357.012,14715.131,10861.145,22169.396,5128.2593,3329.5652,7342.451,851.9404,2137.048,1020.0004,2102.6064,2172.766,2.44:1.96:1.45:2.95:0.68:0.44:0.98:0.11:0.28:0.14:0.28:0.29,14644.429,10209.073,3443.8132,1765.1243,1.95:1.36:0.46:0.23,28322,"Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 OS=Homo sapiens OX=9606 GN=NMNAT3 PE=1 SV=2"
2155,true,"P40692|MLH1_HUMAN",18.83,1.32,1,1,"",569.5077,963.29895,1440.3778,500.4172,1386.9822,2238.8188,3451.1296,3781.6711,1059.886,7385.176,5549.5913,6461.5767,0.20:0.33:0.50:0.17:0.48:0.77:1.19:1.30:0.37:2.55:1.91:2.23,991.06146,1375.4061,2764.229,6465.4478,0.34:0.47:0.95:2.23,84601,"DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1"
330,true,"Q02985|FHR3_HUMAN",6.62,3.03,6,1,"Carbamidomethylation",985.6495,0.0,786.29095,563.70416,482.19894,657.6131,7580.6714,1027.7585,991.0586,2381.7114,10392.846,908.1917,0.44:0.00:0.35:0.25:0.22:0.29:3.40:0.46:0.44:1.07:4.66:0.41,885.9702,567.83875,3199.8296,4560.9165,0.38:0.25:1.39:1.98,37323,"Complement factor H-related protein 3 OS=Homo sapiens OX=9606 GN=CFHR3 PE=1 SV=2"
536,true,"P03950|ANGI_HUMAN",2.86,6.12,1,1,"Carbamidomethylation",806.34076,0.0,522.19965,768.6038,902.82764,888.08606,430.9241,0.0,581.0586,13322.798,582.3341,851.5544,0.49:0.00:0.32:0.47:0.55:0.54:0.26:0.00:0.35:8.13:0.36:0.52,664.2702,853.1725,505.99133,4918.8955,0.38:0.49:0.29:2.83,16550,"Angiogenin OS=Homo sapiens OX=9606 GN=ANG PE=1 SV=1"
1102,true,"Q86SU0|ILDR1_HUMAN",11.72,2.01,1,1,"",0.0,0.0,669.9292,1511.3242,468.75647,476.7401,3017.1836,745.3411,0.0,770.95337,1623.5674,862.5979,0.00:0.00:0.79:1.79:0.55:0.56:3.57:0.88:0.00:0.91:1.92:1.02,669.9292,818.94025,1881.2623,1085.7062,0.60:0.74:1.69:0.97,62814,"Immunoglobulin-like domain-containing receptor 1 OS=Homo sapiens OX=9606 GN=ILDR1 PE=1 SV=2"
181,true,"P04433|KV311_HUMAN",24.74,20.00,15,4,"",91769.09,72789.03,130027.43,139037.73,162760.5,146907.22,188094.4,233255.08,179702.61,177104.16,171461.08,169855.73,0.59:0.47:0.84:0.90:1.05:0.95:1.21:1.50:1.16:1.14:1.10:1.09,98195.19,150239.77,200350.7,172806.98,0.63:0.97:1.29:1.11,12575,"Immunoglobulin kappa variable 3-11 OS=Homo sapiens OX=9606 GN=IGKV3-11 PE=1 SV=1"
53,true,"P0DOX8|IGL1_HUMAN",0.32,4.17,50,1,"",9519.847,686.0126,49618.74,15845.936,8389.612,2114.3525,9047.843,2615.8394,4136.416,39200.46,7582.713,3132.7065,0.75:0.05:3.92:1.25:0.66:0.17:0.71:0.21:0.33:3.10:0.60:0.25,19941.533,8783.3,5266.699,16638.627,1.58:0.69:0.42:1.31,22830,"Immunoglobulin lambda-1 light chain OS=Homo sapiens OX=9606 PE=1 SV=1"
226,true,"P43251|BTD_HUMAN",4.32,20.26,8,8,"Carbamidomethylation",15161.652,7736.3965,22669.828,29420.137,12387.039,12684.417,5306.1104,15451.619,5511.8315,5923.804,19463.365,4547.282,1.16:0.59:1.74:2.26:0.95:0.97:0.41:1.19:0.42:0.45:1.49:0.35,15696.471,18163.863,10070.749,10336.208,1.16:1.34:0.74:0.76,61133,"Biotinidase OS=Homo sapiens OX=9606 GN=BTD PE=1 SV=2"
587,true,"Q9NQC8|IFT46_HUMAN",11.96,9.21,2,2,"",5826.5396,6123.68,3968.1328,5196.452,13705.136,15748.964,7876.773,6391.8447,11901.069,12378.36,13201.959,14859.498,0.60:0.63:0.41:0.53:1.40:1.61:0.81:0.65:1.22:1.27:1.35:1.52,5306.1177,11550.184,8723.229,13479.939,0.54:1.18:0.89:1.38,34286,"Intraflagellar transport protein 46 homolog OS=Homo sapiens OX=9606 GN=IFT46 PE=1 SV=1"
1491,true,"Q9H992|MARH7_HUMAN",0.00,1.28,1,1,"",2375.289,1308.1876,4104.941,353.23645,5781.005,5275.5356,1018.5133,8684.049,1781.4971,1820.0979,2315.6108,3030.973,0.75:0.41:1.30:0.11:1.83:1.67:0.32:2.75:0.56:0.58:0.73:0.96,2596.1392,3803.259,3828.0198,2388.8938,0.82:1.21:1.21:0.76,78051,"E3 ubiquitin-protein ligase MARCHF7 OS=Homo sapiens OX=9606 GN=MARCHF7 PE=1 SV=1"
1821,true,"Q2M3C7|SPKAP_HUMAN",31.47,0.41,1,1,"",344.2652,436.22607,862.17065,168668.44,179958.7,167584.4,117463.09,101422.29,113911.734,0.0,793.32184,0.0,0.02:0.02:0.02:2.38:2.54:2.36:1.66:1.43:1.61:0.00:0.02:0.00,547.55396,172070.52,110932.375,793.32184,0.02:2.42:1.56:0.02,186456,"A-kinase anchor protein SPHKAP OS=Homo sapiens OX=9606 GN=SPHKAP PE=1 SV=1"
1843,true,"Q8NE71|ABCF1_HUMAN",3.30,1.30,1,1,"",108066.8,134397.97,115696.46,63291.773,170721.4,73828.08,10323.436,137355.78,71427.99,81694.59,100682.836,111172.43,1.10:1.37:1.18:0.64:1.74:0.75:0.11:1.40:0.73:0.83:1.03:1.13,119387.08,102613.75,73035.734,97849.95,1.22:1.04:0.74:1.00,95926,"ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2"
1210,true,"Q8N7P1|PLD5_HUMAN",11.11,2.05,1,1,"",3100.4233,32653.277,31843.525,27693.89,38146.59,18723.062,17474.484,23559.377,26364.152,69833.33,91870.94,95389.805,0.08:0.82:0.80:0.70:0.96:0.47:0.44:0.59:0.66:1.76:2.31:2.40,22532.408,28187.848,22466.004,85698.02,0.57:0.71:0.57:2.16,61312,"Inactive phospholipase D5 OS=Homo sapiens OX=9606 GN=PLD5 PE=2 SV=2"
518,true,"O15360|FANCA_HUMAN",50.60,1.17,2,2,"",18263.22,16977.178,15020.034,7730.3745,6471.3076,6904.867,7261.9033,7784.536,7041.71,14026.032,11321.978,11353.311,1.68:1.57:1.38:0.71:0.60:0.64:0.67:0.72:0.65:1.29:1.04:1.05,16753.477,7035.5166,7362.7163,12233.773,1.54:0.65:0.68:1.13,162775,"Fanconi anemia group A protein OS=Homo sapiens OX=9606 GN=FANCA PE=1 SV=2"
772,true,"A6NDY2|F90AA_HUMAN",8.76,2.37,1,1,"",29818.807,89071.95,70269.4,33039.65,28014.295,46509.746,13010.148,5545.1553,26271.922,11527.926,39679.977,1656.2728,0.91:2.71:2.14:1.01:0.85:1.42:0.40:0.17:0.80:0.35:1.21:0.05,63053.387,35854.562,14942.408,17621.393,1.92:1.09:0.45:0.54,49635,"Putative protein FAM90A10 OS=Homo sapiens OX=9606 GN=FAM90A10 PE=5 SV=1"
1518,true,"Q9Y4D8|HECD4_HUMAN",11.39,0.45,1,1,"",58170.02,40864.633,35065.69,135109.33,64938.508,69553.72,46966.438,58670.418,47058.055,57321.062,57970.684,85939.84,0.92:0.65:0.56:2.14:1.03:1.10:0.74:0.93:0.75:0.91:0.92:1.36,44700.113,89867.19,50898.305,67077.195,0.71:1.42:0.81:1.06,439344,"Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens OX=9606 GN=HECTD4 PE=1 SV=5"
2,false,"Q92543|SNX19_HUMAN",3.04,0.71,1,1,"",4833.2793,16391.648,15565.984,5981.0522,23552.627,38862.844,9474.011,2551.1235,2320.89,1760.4272,1949.0615,62562.48,0.31:1.06:1.01:0.39:1.52:2.51:0.61:0.16:0.15:0.11:0.13:4.04,12263.638,22798.842,4782.008,22090.656,0.79:1.47:0.31:1.43,108598,"Sorting nexin-19 OS=Homo sapiens OX=9606 GN=SNX19 PE=1 SV=2"
167,true,"P02746|C1QB_HUMAN",21.24,47.04,17,17,"Carbamidomethylation",111950.03,95253.336,99320.62,72685.75,81078.18,84942.84,79371.97,92875.49,96816.62,104127.83,118839.28,138021.23,1.14:0.97:1.01:0.74:0.83:0.87:0.81:0.95:0.99:1.06:1.21:1.41,102433.44,79568.92,89688.02,120329.445,1.05:0.81:0.92:1.23,26722,"Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3"
798,true,"Q6P179|ERAP2_HUMAN",1.92,3.12,1,1,"",7290.3535,7407.2144,5701.973,8457.314,9920.505,9171.379,12391.059,7659.9395,4428.362,10593.707,9960.989,6031.77,0.88:0.90:0.69:1.02:1.20:1.11:1.50:0.93:0.54:1.28:1.21:0.73,6799.847,9183.066,8159.7866,8862.155,0.82:1.11:0.99:1.07,110462,"Endoplasmic reticulum aminopeptidase 2 OS=Homo sapiens OX=9606 GN=ERAP2 PE=1 SV=2"
227,true,"P27918|PROP_HUMAN",3.18,34.33,14,14,"Carbamidomethylation",1498.4425,8535.746,22581.346,12166.881,20626.504,18239.902,13140.954,11108.404,13664.746,9549.542,10100.643,11857.283,0.12:0.67:1.77:0.95:1.62:1.43:1.03:0.87:1.07:0.75:0.79:0.93,12160.332,17011.096,12638.035,10502.489,0.93:1.30:0.97:0.80,51276,"Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2"
331,true,"P61626|LYSC_HUMAN",8.25,37.16,6,6,"Carbamidomethylation",3174.1633,2429.2231,3100.9133,5129.4536,5636.1357,4684.0767,9457.0,8369.926,6057.41,1593.7598,7048.282,7780.8057,0.59:0.45:0.58:0.95:1.05:0.87:1.76:1.56:1.13:0.30:1.31:1.45,2901.4333,5149.8887,7961.4453,6233.3545,0.52:0.93:1.43:1.12,16537,"Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1"
179,true,"P01602|KV105_HUMAN",0.63,23.08,12,2,"",10630.877,13267.381,12646.642,10851.604,9744.191,9785.6,9055.949,11391.185,11967.575,8186.215,19322.318,8240.67,0.94:1.18:1.12:0.96:0.87:0.87:0.80:1.01:1.06:0.73:1.72:0.73,12181.633,10127.131,10804.902,11916.4,1.08:0.90:0.96:1.06,12782,"Immunoglobulin kappa variable 1-5 OS=Homo sapiens OX=9606 GN=IGKV1-5 PE=1 SV=2"
315,true,"P55056|APOC4_HUMAN",37.13,22.83,4,4,"Carbamidomethylation",10162.6045,10946.54,10382.343,9264.345,13055.786,11935.721,1919.8097,3833.5947,2750.3335,2880.877,5174.758,4043.6946,1.41:1.52:1.44:1.29:1.81:1.66:0.27:0.53:0.38:0.40:0.72:0.56,11638.698,11418.617,3294.4866,4033.1099,1.53:1.50:0.43:0.53,14553,"Apolipoprotein C-IV OS=Homo sapiens OX=9606 GN=APOC4 PE=1 SV=1"
1034,true,"Q9UHR4|BI2L1_HUMAN",46.25,1.96,1,1,"",3614.366,3970.9658,5544.832,10895.677,12487.389,11782.923,11625.447,8865.147,9806.1045,2200.66,3259.2236,3190.6746,0.50:0.55:0.76:1.50:1.72:1.62:1.60:1.22:1.35:0.30:0.45:0.44,4376.721,11721.996,10098.899,2883.5193,0.60:1.61:1.39:0.40,56883,"Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2"
165,true,"P02656|APOC3_HUMAN",39.90,72.73,12,12,"",780647.06,729163.7,770973.75,621881.6,638429.8,539835.44,426002.88,298752.3,311132.94,440384.28,414288.88,385028.94,1.47:1.38:1.46:1.17:1.21:1.02:0.80:0.56:0.59:0.83:0.78:0.73,761283.3,601526.3,345296.03,413884.44,1.44:1.13:0.65:0.78,10852,"Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1"
1280,true,"Q8TC57|M1AP_HUMAN",15.66,2.08,1,1,"",0.0,0.0,446.21265,633.0605,615.49634,555.56555,1673.8834,1201.3429,983.37524,635.6494,597.2073,630.895,0.00:0.00:0.67:0.95:0.93:0.84:2.52:1.81:1.48:0.96:0.90:0.95,446.21265,601.37415,1286.2006,621.25055,0.60:0.81:1.74:0.84,59386,"Meiosis 1 arrest protein OS=Homo sapiens OX=9606 GN=M1AP PE=1 SV=1"
1334,true,"Q8NEY3|SPAT4_HUMAN",2.84,5.90,1,1,"",20978.008,28373.545,28689.979,36158.496,43186.14,43121.69,35634.312,43861.305,3766.416,21662.129,21109.508,17986.848,0.73:0.99:1.00:1.26:1.50:1.50:1.24:1.53:0.13:0.75:0.74:0.63,26013.844,40822.11,27754.012,20252.828,0.91:1.42:0.97:0.71,34751,"Spermatogenesis-associated protein 4 OS=Homo sapiens OX=9606 GN=SPATA4 PE=1 SV=1"
1557,true,"Q8IWZ6|BBS7_HUMAN",16.72,1.12,1,1,"",3301.465,5345.398,4915.253,4734.3784,4646.0303,4709.246,3072.1934,477.43765,727.75665,1691.4408,738.9166,1992.4169,1.09:1.76:1.62:1.56:1.53:1.55:1.01:0.16:0.24:0.56:0.24:0.66,4520.705,4696.552,1425.7959,1474.258,1.49:1.55:0.47:0.49,80353,"Bardet-Biedl syndrome 7 protein OS=Homo sapiens OX=9606 GN=BBS7 PE=1 SV=2"
1354,true,"P0DN81|O13C7_HUMAN",13.85,9.12,1,1,"Carbamidomethylation; Oxidation (M)",16782.824,40084.63,50226.53,40470.61,13742.027,94126.53,131684.12,140309.02,148003.22,78020.54,83910.0,78085.03,0.22:0.53:0.66:0.53:0.18:1.23:1.73:1.84:1.94:1.02:1.10:1.02,35697.996,49446.39,139998.78,80005.19,0.47:0.65:1.84:1.05,34899,"Olfactory receptor 13C7 OS=Homo sapiens OX=9606 GN=OR13C7 PE=3 SV=1"
384,true,"A0A0G2JS06|LV539_HUMAN",9.69,8.13,3,1,"",1251.2032,2815.8025,1263.4592,1588.0056,1731.3779,1956.5248,3155.7266,3545.14,2188.25,2134.4802,2422.5466,2506.7927,0.57:1.27:0.57:0.72:0.78:0.88:1.43:1.60:0.99:0.96:1.09:1.13,1776.8217,1758.6361,2963.0388,2354.6064,0.80:0.79:1.34:1.06,13394,"Immunoglobulin lambda variable 5-39 OS=Homo sapiens OX=9606 GN=IGLV5-39 PE=3 SV=1"
1319,true,"P01275|GLUC_HUMAN",8.01,7.22,1,1,"",968.9994,15603.3955,9733.958,488.47083,3880.5144,4180.627,1220.438,2789.133,5209.3887,9879.691,17629.518,20361.871,0.13:2.04:1.27:0.06:0.51:0.55:0.16:0.36:0.68:1.29:2.30:2.66,8768.784,2849.8706,3072.9866,15957.026,1.14:0.37:0.40:2.08,20909,"Pro-glucagon OS=Homo sapiens OX=9606 GN=GCG PE=1 SV=3"
1760,true,"Q9BVC5|ASHWN_HUMAN",30.39,3.88,1,1,"",55275.492,50688.848,45731.2,15475.545,25426.648,26571.605,24688.781,25619.115,22399.715,35895.375,34753.51,32795.316,1.68:1.54:1.39:0.47:0.77:0.81:0.75:0.78:0.68:1.09:1.05:1.00,50565.18,22491.266,24235.871,34481.402,1.53:0.68:0.74:1.05,25858,"Ashwin OS=Homo sapiens OX=9606 GN=C2orf49 PE=1 SV=1"
957,true,"Q86Z02|HIPK1_HUMAN",1.40,1.07,1,1,"",408.1797,992.4112,695.49414,635.30225,881.11505,863.5029,985.6091,458.918,927.0592,1183.0385,1202.3939,580.5781,0.50:1.21:0.85:0.78:1.08:1.06:1.21:0.56:1.13:1.45:1.47:0.71,698.695,793.30676,790.52875,988.67017,0.85:0.97:0.97:1.21,130843,"Homeodomain-interacting protein kinase 1 OS=Homo sapiens OX=9606 GN=HIPK1 PE=1 SV=1"
942,true,"Q9NWR8|MCUB_HUMAN",46.16,2.68,1,1,"Carbamidomethylation",1378.2627,1139.7172,1367.339,2691.227,2628.3833,2700.0015,1265.9321,1691.3754,1166.7351,2825.4746,3090.6084,3054.5056,0.66:0.55:0.66:1.29:1.26:1.30:0.61:0.81:0.56:1.36:1.48:1.47,1295.1063,2673.2039,1374.6809,2990.1963,0.62:1.28:0.66:1.44,39082,"Calcium uniporter regulatory subunit MCUb, mitochondrial OS=Homo sapiens OX=9606 GN=MCUB PE=1 SV=2"
772,true,"D6RGX4|F90AP_HUMAN",8.76,2.37,1,1,"",29818.807,89071.95,70269.4,33039.65,28014.295,46509.746,13010.148,5545.1553,26271.922,11527.926,39679.977,1656.2728,0.91:2.71:2.14:1.01:0.85:1.42:0.40:0.17:0.80:0.35:1.21:0.05,63053.387,35854.562,14942.408,17621.393,1.92:1.09:0.45:0.54,49883,"Putative protein FAM90A26 OS=Homo sapiens OX=9606 GN=FAM90A26 PE=5 SV=1"
617,true,"Q92859|NEO1_HUMAN",17.25,0.48,1,1,"",9814.453,5681.0024,5321.9624,7818.3667,8062.8486,7880.957,5283.652,3545.962,2967.0874,2518.5264,4649.271,1496.1481,1.81:1.05:0.98:1.44:1.49:1.45:0.97:0.65:0.55:0.46:0.86:0.28,6939.139,7920.724,3932.2336,2887.982,1.28:1.46:0.73:0.53,160017,"Neogenin OS=Homo sapiens OX=9606 GN=NEO1 PE=1 SV=2"
1545,true,"Q9Y5T5|UBP16_HUMAN",5.69,0.97,1,1,"",402.58218,2665.3967,2828.0298,4522.181,2878.1108,2919.6338,3054.1296,3831.526,2351.0664,3061.8083,3646.833,4573.9253,0.13:0.87:0.92:1.48:0.94:0.95:1.00:1.25:0.77:1.00:1.19:1.49,1965.3362,3439.9753,3078.9072,3760.8555,0.64:1.12:1.01:1.23,93570,"Ubiquitin carboxyl-terminal hydrolase 16 OS=Homo sapiens OX=9606 GN=USP16 PE=1 SV=1"
772,true,"A6NNJ1|F90A9_HUMAN",8.76,2.37,1,1,"",29818.807,89071.95,70269.4,33039.65,28014.295,46509.746,13010.148,5545.1553,26271.922,11527.926,39679.977,1656.2728,0.91:2.71:2.14:1.01:0.85:1.42:0.40:0.17:0.80:0.35:1.21:0.05,63053.387,35854.562,14942.408,17621.393,1.92:1.09:0.45:0.54,49738,"Putative protein FAM90A9 OS=Homo sapiens OX=9606 GN=FAM90A9 PE=5 SV=1"
371,true,"Q92820|GGH_HUMAN",6.27,3.77,1,1,"",688.99786,484.25006,424.80084,902.10126,404.40637,656.6066,862.3638,548.5867,1410.0581,610.0285,1431.8446,1222.2803,0.86:0.60:0.53:1.12:0.50:0.82:1.07:0.68:1.75:0.76:1.78:1.52,532.6829,654.3714,940.3362,1088.0511,0.66:0.81:1.17:1.35,35964,"Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2"
772,true,"P0C7W9|F90AE_HUMAN",8.76,2.37,1,1,"",29818.807,89071.95,70269.4,33039.65,28014.295,46509.746,13010.148,5545.1553,26271.922,11527.926,39679.977,1656.2728,0.91:2.71:2.14:1.01:0.85:1.42:0.40:0.17:0.80:0.35:1.21:0.05,63053.387,35854.562,14942.408,17621.393,1.92:1.09:0.45:0.54,49953,"Putative protein FAM90A14 OS=Homo sapiens OX=9606 GN=FAM90A14 PE=5 SV=1"
